TW,#genre#
金鹰卡通,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000047/index.m3u8
北京卡酷,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000048/index.m3u8
山东卫视,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000051/index.m3u8
哈哈炫动,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000050/index.m3u8
山东齐鲁,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000052/index.m3u8
山东公共,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000053/index.m3u8
山东综艺,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000054/index.m3u8
山东体育,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000057/index.m3u8
山东农科,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000058/index.m3u8
山东少儿,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000059/index.m3u8
济南新闻综合,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000061/index.m3u8
济南都市,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000062/index.m3u8
济南影视,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000064/index.m3u8
济南商务,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000066/index.m3u8
中国教育4,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000070/index.m3u8
中国教育1高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000076/index.m3u8
海看少儿,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000204/index.m3u8
济南鲁中,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000244/index.m3u8
北京卫视高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000302/index.m3u8
山东卫视高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000301/index.m3u8
CCTV-17高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000303/index.m3u8
浙江卫视高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000305/index.m3u8
广东卫视高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000307/index.m3u8
CCTV-1高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000311/index.m3u8
山东齐鲁高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000313/index.m3u8
山东公共高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000314/index.m3u8
山东体育高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000315/index.m3u8
CCTV-2,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000317/index.m3u8
CCTV-7,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000318/index.m3u8
CCTV-5+,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000316/index.m3u8
CCTV-9,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000319/index.m3u8
CCTV-4,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000320/index.m3u8
CCTV-5,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000360/index.m3u8
CCTV-10,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000321/index.m3u8
CCTV-12,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000322/index.m3u8
CCTV-14,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000323/index.m3u8
湖南卫视高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000324/index.m3u8
湖北卫视高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000325/index.m3u8
辽宁卫视高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000326/index.m3u8
安徽卫视高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000328/index.m3u8
贵州卫视高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000329/index.m3u8
河北卫视高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000330/index.m3u8
山东综艺高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000338/index.m3u8
山东影视高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000337/index.m3u8
山东生活高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000336/index.m3u8
山东少儿高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000340/index.m3u8
四川卫视高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000348/index.m3u8
海看少儿高清,http://39.136.48.2:8089/ucdn.sd.chinamobile.com/00/SNM/CHANNEL00000402/index.m3u8
